t,phase,sat,elapsed_sec,conflicts,decisions,propagations,restarts,n_vars,n_clauses,var_counts_delta,clause_counts_delta
59,lb,False,19.191068899999664,97421,280880,26994168,5665,26354,463207,"{""a"": 66, ""sw"": 16, ""mp"": 80, ""oc"": 16, ""e"": 10, ""c"": 66, ""d"": 66, ""u"": 16, ""_amn_r"": 96, ""st"": 16, ""asm"": 1}","{""mapping"": 861, ""connectivity"": 2430, ""gates"": 6328, ""swap"": 848, ""assumptions"": 66}"
60,lb,False,24.260658600003808,120407,344187,35421614,7370,26803,461635,"{""a"": 66, ""sw"": 16, ""mp"": 80, ""oc"": 16, ""e"": 10, ""c"": 66, ""d"": 66, ""u"": 16, ""_amn_r"": 96, ""st"": 16, ""asm"": 1}","{""mapping"": 861, ""connectivity"": 2430, ""gates"": 6328, ""swap"": 848, ""assumptions"": 66}"
61,lb,False,21.543388400001277,132520,319911,32098988,4283,27252,515798,"{""a"": 66, ""sw"": 16, ""mp"": 80, ""oc"": 16, ""e"": 10, ""c"": 66, ""d"": 66, ""u"": 16, ""_amn_r"": 96, ""st"": 16, ""asm"": 1}","{""mapping"": 861, ""connectivity"": 2430, ""gates"": 6328, ""swap"": 848, ""assumptions"": 66}"
62,lb,False,9.257481000000553,50920,108675,12335536,1215,27701,726151,"{""a"": 66, ""sw"": 16, ""mp"": 80, ""oc"": 16, ""e"": 10, ""c"": 66, ""d"": 66, ""u"": 16, ""_amn_r"": 96, ""st"": 16, ""asm"": 1}","{""mapping"": 861, ""connectivity"": 2430, ""gates"": 6328, ""swap"": 848, ""assumptions"": 66}"
63,lb,False,33.200993699996616,156723,381958,44986058,6704,28150,524582,"{""a"": 66, ""sw"": 16, ""mp"": 80, ""oc"": 16, ""e"": 10, ""c"": 66, ""d"": 66, ""u"": 16, ""_amn_r"": 96, ""st"": 16, ""asm"": 1}","{""mapping"": 861, ""connectivity"": 2430, ""gates"": 6328, ""swap"": 848, ""assumptions"": 66}"
64,lb,False,34.89676029999828,133204,310203,42556878,5716,28599,785610,"{""a"": 66, ""sw"": 16, ""mp"": 80, ""oc"": 16, ""e"": 10, ""c"": 66, ""d"": 66, ""u"": 16, ""_amn_r"": 96, ""st"": 16, ""asm"": 1}","{""mapping"": 861, ""connectivity"": 2430, ""gates"": 6328, ""swap"": 848, ""assumptions"": 66}"
65,lb,False,69.96853360000387,230607,468463,73408981,5466,29048,603747,"{""a"": 66, ""sw"": 16, ""mp"": 80, ""oc"": 16, ""e"": 10, ""c"": 66, ""d"": 66, ""u"": 16, ""_amn_r"": 96, ""st"": 16, ""asm"": 1}","{""mapping"": 861, ""connectivity"": 2430, ""gates"": 6328, ""swap"": 848, ""assumptions"": 66}"
66,lb,False,76.2235989999972,232794,503805,82619935,6611,29497,859264,"{""a"": 66, ""sw"": 16, ""mp"": 80, ""oc"": 16, ""e"": 10, ""c"": 66, ""d"": 66, ""u"": 16, ""_amn_r"": 96, ""st"": 16, ""asm"": 1}","{""mapping"": 861, ""connectivity"": 2430, ""gates"": 6328, ""swap"": 848, ""assumptions"": 66}"
67,lb,False,74.65602840000065,251105,464111,83248732,4342,29946,664349,"{""a"": 66, ""sw"": 16, ""mp"": 80, ""oc"": 16, ""e"": 10, ""c"": 66, ""d"": 66, ""u"": 16, ""_amn_r"": 96, ""st"": 16, ""asm"": 1}","{""mapping"": 861, ""connectivity"": 2430, ""gates"": 6328, ""swap"": 848, ""assumptions"": 66}"
68,lb,False,116.90169500000047,342606,758940,122853268,12800,30395,712715,"{""a"": 66, ""sw"": 16, ""mp"": 80, ""oc"": 16, ""e"": 10, ""c"": 66, ""d"": 66, ""u"": 16, ""_amn_r"": 96, ""st"": 16, ""asm"": 1}","{""mapping"": 861, ""connectivity"": 2430, ""gates"": 6328, ""swap"": 848, ""assumptions"": 66}"
69,lb,True,42.93195559999731,134099,336056,43316119,5319,30844,716777,"{""a"": 66, ""sw"": 16, ""mp"": 80, ""oc"": 16, ""e"": 10, ""c"": 66, ""d"": 66, ""u"": 16, ""_amn_r"": 96, ""st"": 16, ""asm"": 1}","{""mapping"": 861, ""connectivity"": 2430, ""gates"": 6328, ""swap"": 848, ""assumptions"": 66}"
